cut_off,previous_year_cutoff,rank,branch,category,district,sports_quota,college_name,college_fees
138,140,8902,ECE,MBC,Thoothukkudi,No,Dr. Sivanthi Aditanar College of Engineering - Thoothukkudi,173000.0
155,162,5055,ECE,SC,Sivagangai,Yes,Sivagangai Engineering College - Sivagangai,165000.0
155,161,5237,Aerospace,MBC,Pudukkottai,No,Pudukkottai Engineering College - Pudukkottai,168000.0
138,130,8683,Civil,MBC,Dharmapuri,Yes,Jayam College of Engineering - Dharmapuri,149000.0
152,152,5563,EIE,ST,Madurai,Yes,P.T.R. College of Engineering - Austinpatti,187000.0
133,139,9002,Mechanical,OC,Ranipet,Yes,S.R.M. University - Ranipet,151000.0
135,133,8892,Mechanical,SC,Pudukkottai,No,Shanmuganathan Engineering College - Pudukkottai,161000.0
163,156,4347,EEE,BC,Namakkal,No,Vivekanandha College of Engineering - Tiruchengode,173000.0
140,139,8455,Mechanical,OC,Pudukkottai,No,Pudukkottai Engineering College - Pudukkottai,160000.0
145,146,6983,ECE,OC,Ramanathapuram,No,Syed Ammal Engineering College - Ramanathapuram,157000.0
147,144,7015,Mechanical,OC,Kallakurichi,No,Kallakurichi Engineering College - Kallakurichi,163000.0
146,146,6853,Civil,MBC,Ranipet,Yes,C. Abdul Hakeem College of Engineering - Ranipet,130000.0
142,147,8390,IT,MBC,Salem,No,Shree Venkateshwara College - Gobi,177000.0
161,157,4832,ECE,OC,Tenkasi,No,Government College of Engineering - Tenkasi,60000.0
150,142,6831,IT,BC,Salem,No,Knowledge Institute of Technology - Kakapalayam,181000.0
133,132,9392,Aerospace,MBC,Kancheepuram,No,Trichy Engineering College - Kanchipuram,207000.0
149,144,6055,EIE,BC,Thoothukkudi,No,Rani Anna Government College - Thoothukkudi,58000.0
164,156,4390,EIE,BC,Coimbatore,No,Amrita Vishwa Vidyapeetham - Ettimadai,336000.0
145,144,7061,EEE,ST,Namakkal,No,K.S. Rangasamy College of Technology - Tiruchengode,158000.0
141,149,8072,ECE,BC,Krishnagiri,No,Anna University Regional Campus - Krishnagiri,156000.0
130,130,9740,Mechanical,BC,Krishnagiri,No,P.S.V. College of Engineering - Krishnagiri,152000.0
134,142,9232,Chemical,SC,Kanyakumari,No,Bethlahem Institute of Engineering - Karungal,140000.0
137,136,8158,ECE,BC,Nagapattinam,No,Nagapattinam Engineering College - Nagapattinam,176000.0
147,145,7327,CSE,SC,Pudukkottai,Yes,Shanmuganathan Engineering College - Pudukkottai,166000.0
142,148,8089,EIE,OC,Nagapattinam,No,A.V.C. College of Engineering - Nagapattinam,162000.0
139,145,8191,Civil,BC,Chennai,No,Jerusalem College of Engineering - Pallikaranai,179000.0
140,133,8558,Aerospace,MBC,Kancheepuram,No,Apollo Engineering College - Mevalurkuppam,217000.0
133,133,9630,Biotech,MBC,Karur,No,Chettinad College of Engineering - Karur,150000.0
130,138,9667,Chemical,OC,Coimbatore,No,RVS College of Engineering - Sulur,203000.0
155,152,5176,CSE,MBC,Thiruvallur,No,Alpha College of Engineering - Thirumazhisai,204000.0
133,136,9054,Civil,SC,Madurai,No,Kamraj College of Engineering - Virudhunagar Road,163000.0
138,133,8638,Biotech,BC,Kallakurichi,No,Anna University Regional Campus - Kallakurichi,149000.0
130,131,10000,CSE,MBC,Vellore,No,Kingston Engineering College - Katpadi,203000.0
137,134,8715,CSE,MBC,Kallakurichi,No,Anna University Regional Campus - Kallakurichi,161000.0
136,131,9156,EEE,OC,Perambalur,No,Perambalur College of Engineering - Perambalur,154000.0
130,132,9847,Biotech,BC,Madurai,No,SACS Engineering College - Kilakuha,169000.0
153,149,5429,Biotech,BC,Tirunelveli,No,Nellai College of Engineering - Marthandam,154000.0
137,141,8198,Aerospace,ST,Tirunelveli,No,Einstein College of Engineering - Seethaparpanallur,179000.0
130,130,9704,Civil,BC,Thiruvallur,No,P.B. College of Engineering - Irungattukottai,158000.0
149,150,7112,ECE,OC,Pudukkottai,Yes,Pudukkottai Engineering College - Pudukkottai,176000.0
143,135,7542,EIE,OC,Cuddalore,No,Christ College of Engineering - Puducherry,165000.0
142,141,8001,ECE,BC,Salem,No,Knowledge Institute of Technology - Kakapalayam,175000.0
174,167,1746,Civil,BC,Erode,No,Kongu Arts and Science College - Nanjanapuram,209000.0
134,142,9723,EIE,BC,Ramanathapuram,Yes,Kamaraj College of Engineering - Ramanathapuram,164000.0
172,179,2459,ECE,BC,Tirunelveli,No,Government College of Engineering Tirunelveli - Vannarpettai,63000.0
144,150,7594,CSE,ST,Kallakurichi,No,Anna University Regional Campus - Kallakurichi,186000.0
142,148,8011,IT,SC,Krishnagiri,No,Anna University Regional Campus - Krishnagiri,174000.0
130,138,10000,Mechanical,OC,Kallakurichi,No,Kallakurichi Engineering College - Kallakurichi,141000.0
130,137,10000,Civil,BC,Kallakurichi,No,S.K.P. Engineering College - Kallakurichi,151000.0
133,140,9053,Biotech,BC,Chengalpattu,No,Dhanalakshmi College of Engineering - Tambaram,190000.0
161,160,4613,ECE,SC,Tenkasi,No,Government College of Engineering - Tenkasi,54000.0
150,146,5800,Mechanical,OC,Vellore,Yes,Thanthai Periyar Government Institute - Bagayam,66000.0
173,167,1853,CSE,OC,Erode,No,Kongu Arts and Science College - Nanjanapuram,274000.0
140,142,8509,Mechanical,SC,Coimbatore,No,Sree Narayana Guru College - K.G. Chavadi,201000.0
144,143,7254,EEE,SC,Coimbatore,No,RVS College of Engineering - Sulur,219000.0
130,136,9907,Biotech,SC,Tirunelveli,No,Francis Xavier Engineering College - Pettai,162000.0
157,155,4860,EEE,BC,Virudhunagar,No,Ramco Institute of Technology - Rajapalayam,156000.0
140,148,7782,Civil,BC,Thiruvallur,No,Sri Muthukumaran Institute of Technology - Mangadu,171000.0
135,140,8911,EEE,OC,Kanyakumari,No,Rohini College of Engineering - Anjugramam,159000.0
161,160,4855,Mechanical,BC,Villupuram,No,Sri Manakula Vinayagar Engineering - Madagadipet,147000.0
153,159,6250,Aerospace,OC,Namakkal,No,N.P.R. College of Engineering - Namakkal,162000.0
146,145,6909,EEE,OC,Namakkal,No,N.P.R. College of Engineering - Namakkal,156000.0
130,132,9536,Aerospace,SC,Thoothukkudi,No,Thoothukkudi Engineering College - Thoothukkudi,177000.0
141,149,7617,ECE,BC,Salem,No,Sona College of Technology - Suramangalam,172000.0
142,143,7414,Biotech,OC,Trichy,No,National Institute of Technology Trichy - Thuvakudi,168000.0
164,172,3710,Chemical,ST,Thiruvallur,No,Sri Muthukumaran Institute of Technology - Mangadu,167000.0
147,155,7464,Civil,BC,Perambalur,No,Srinivasan Engineering College - Perambalur,148000.0
163,166,4332,IT,OC,Ranipet,No,C. Abdul Hakeem College of Engineering - Ranipet,178000.0
135,142,9148,Mechanical,MBC,Namakkal,No,Paavai Engineering College - Namakkal,161000.0
160,164,4161,Mechanical,BC,Sivagangai,No,C.E.C. College of Engineering - Sivagangai,145000.0
131,130,10000,EEE,OC,Salem,No,Sona College of Technology - Suramangalam,178000.0
154,155,5644,Aerospace,OC,Thiruvarur,No,S.T. Hindu College - Thiruvarur,165000.0
155,163,5767,IT,ST,Cuddalore,Yes,Sri Manakula Vinayagar Engineering - Puducherry Road,178000.0
144,146,7288,EEE,ST,Madurai,No,Raja College of Engineering - Usilampatti,192000.0
159,158,4877,EIE,SC,Tirunelveli,No,Government College of Engineering Tirunelveli - Vannarpettai,62000.0
158,156,5024,Civil,SC,Kanyakumari,No,Udaya School of Engineering - Vellamodi,148000.0
134,138,9302,Civil,MBC,Perambalur,No,Dhanalakshmi Srinivasan Engineering College - Perambalur,138000.0
149,148,7048,Aerospace,BC,Erode,No,Bannari Amman Institute of Technology - Sathyamangalam,178000.0
156,160,5822,IT,OC,Madurai,No,Vickram College of Engineering - Enathi,213000.0
132,134,10000,EIE,MBC,Salem,No,Gnanamani College of Technology - Pachal,182000.0
154,155,5586,EIE,MBC,Krishnagiri,No,Anna University Regional Campus - Krishnagiri,147000.0
157,163,5103,CSE,BC,Pudukkottai,No,Arasu Engineering College - Pudukkottai,163000.0
153,149,5620,CSE,BC,Theni,No,Theni Kammavar Sangam College of Engineering - Theni,166000.0
162,167,4092,IT,MBC,Namakkal,No,K.S.R. College of Engineering - Tiruchengode,166000.0
135,132,9616,Biotech,BC,Tenkasi,No,Tenkasi Engineering College - Tenkasi,148000.0
153,156,5531,IT,MBC,Kancheepuram,No,Sri Chandrasekharendra Saraswathi Viswa Mahavidyalaya - Enathur,203000.0
149,146,6865,Aerospace,OC,Sivagangai,Yes,Sudharsan Engineering College - Sivagangai,173000.0
155,157,5144,IT,ST,Kancheepuram,No,Arignar Anna College of Engineering - Kanchipuram,195000.0
130,132,10000,Mechanical,SC,Erode,No,Builders Engineering College - Kangayam,156000.0
161,157,3893,EEE,SC,Namakkal,No,K.S.R. College of Engineering - Tiruchengode,173000.0
151,150,5941,Chemical,BC,Thiruvarur,No,Thiruvarur Engineering College - Thiruvarur,150000.0
148,151,7356,Aerospace,OC,Ramanathapuram,No,Kamaraj College of Engineering - Ramanathapuram,163000.0
158,156,5339,ECE,OC,Sivagangai,Yes,Sudharsan Engineering College - Sivagangai,157000.0
176,180,1235,Biotech,BC,Madurai,No,Thiagarajar College of Engineering - Thiruparankundram,279000.0
130,134,9714,IT,OC,Namakkal,Yes,Selvam College of Technology - Namakkal,184000.0
142,146,7972,EEE,BC,Dindigul,No,PSNA College of Engineering - Dindigul,162000.0
154,158,5779,ECE,BC,Sivagangai,No,Sudharsan Engineering College - Sivagangai,161000.0
148,149,6243,Mechanical,BC,Dindigul,No,Vickram College of Engineering - Dindigul,140000.0
146,141,6790,EIE,SC,Thoothukkudi,No,Dr. Sivanthi Aditanar College of Engineering - Thoothukkudi,169000.0
162,163,4667,Chemical,OC,Villupuram,No,St. Joseph's College of Engineering - Villupuram,157000.0
146,146,7344,Civil,MBC,Virudhunagar,Yes,Virudhunagar Engineering College - Virudhunagar,144000.0
137,135,9248,Chemical,BC,Tirunelveli,No,Nellai College of Engineering - Marthandam,150000.0
154,149,5830,EEE,BC,Karur,No,Karur College of Engineering - Karur,165000.0
157,164,4745,Civil,OC,Dindigul,No,R.V.S. College of Engineering - Dindigul,140000.0
142,141,7992,Chemical,BC,Villupuram,No,Sri Manakula Vinayagar Engineering - Madagadipet,143000.0
166,174,2929,IT,BC,Kanyakumari,No,Vins Christian College - Nagercoil,183000.0
148,145,6912,Civil,BC,Dharmapuri,No,M.K. University College - Dharmapuri,145000.0
166,165,4039,Chemical,OC,Salem,No,Kongu Engineering College - Perundurai,249000.0
153,153,5736,IT,OC,Villupuram,No,Bharathiyar Institute of Engineering - Villupuram,174000.0
130,133,9574,CSE,BC,Perambalur,No,Perambalur College of Engineering - Perambalur,167000.0
150,158,6650,Mechanical,SC,Krishnagiri,No,Anna University Regional Campus - Krishnagiri,143000.0
165,160,3827,IT,MBC,Cuddalore,No,CK College of Engineering - Cuddalore,175000.0
138,134,8242,Civil,BC,Theni,Yes,Theni Kammavar Sangam College of Engineering - Theni,131000.0
168,163,2987,ECE,OC,Dharmapuri,No,Jayam College of Engineering - Dharmapuri,160000.0
134,130,9694,EIE,ST,Karur,Yes,V.S.B. Engineering College - Karur,166000.0
163,165,3599,CSE,MBC,Dharmapuri,No,M.K. University College - Dharmapuri,188000.0
138,130,8009,Civil,BC,Theni,No,Theni Engineering College - Theni,139000.0
130,130,10000,EIE,SC,Trichy,No,M.A.M. College of Engineering - Siruganur,166000.0
152,153,5800,ECE,ST,Virudhunagar,Yes,Ramco Institute of Technology - Rajapalayam,174000.0
148,144,6840,IT,MBC,Thoothukkudi,No,National College of Engineering - Thoothukkudi,168000.0
158,159,4457,EIE,BC,Thanjavur,No,Rajah Serfoji Government College - Thanjavur,54000.0
139,141,7998,EEE,OC,Thiruvarur,No,K.M. Engineering College - Thiruvarur,153000.0
147,141,6706,ECE,MBC,Nagapattinam,No,E.G.S. Pillay Engineering College - Nagapattinam,158000.0
133,130,9419,Biotech,MBC,Ramanathapuram,No,Sethu Institute of Technology - Ramanathapuram,148000.0
130,131,10000,Mechanical,ST,Nagapattinam,No,M.R.K. College of Engineering - Nagapattinam,163000.0
144,148,7163,Mechanical,MBC,Dharmapuri,No,Dharmapuri College of Engineering - Palacode,156000.0
192,184,1,Mechanical,SC,Vellore,No,VIT University Vellore - Katpadi,397000.0
137,131,9290,Biotech,SC,Ranipet,No,Ranipet Engineering College - Ranipet,150000.0
130,138,9442,Biotech,MBC,Salem,No,Aruna College of Engineering - Thiruchengode,176000.0
144,149,6948,Mechanical,OC,Perambalur,No,Dhanalakshmi Srinivasan Engineering College - Perambalur,158000.0
130,132,9737,Biotech,BC,Chengalpattu,No,St. Joseph's Institute of Technology - OMR,176000.0
150,154,6303,Mechanical,OC,Namakkal,No,K.S.R. College of Engineering - Tiruchengode,145000.0
150,155,6289,Chemical,BC,Chennai,No,Saveetha Engineering College - Thandalam,185000.0
159,155,4828,CSE,OC,Chengalpattu,No,Agni College of Technology - Thalambur,201000.0
142,144,8011,IT,MBC,Coimbatore,No,RVS College of Engineering - Sulur,238000.0
145,139,7673,Mechanical,OC,Chengalpattu,No,Sree Sastha Institute of Engineering - Chembarambakkam,176000.0
140,141,8459,Civil,MBC,Tirunelveli,No,National College of Engineering - Karumathur,140000.0
146,142,7672,ECE,BC,Thiruvallur,No,R.M.K. Engineering College - Kavaraipettai,208000.0
146,150,7063,Aerospace,SC,Sivagangai,No,Sivagangai Engineering College - Sivagangai,175000.0
142,142,8269,CSE,MBC,Cuddalore,No,CK College of Engineering - Cuddalore,184000.0
130,138,9475,Biotech,SC,Ramanathapuram,No,Syed Ammal Engineering College - Ramanathapuram,142000.0
154,158,5751,Civil,MBC,Theni,No,Theni Kammavar Sangam College of Engineering - Theni,147000.0
143,136,7544,EIE,MBC,Virudhunagar,No,Virudhunagar Engineering College - Virudhunagar,157000.0
166,167,3418,CSE,OC,Ramanathapuram,No,Syed Ammal Engineering College - Ramanathapuram,175000.0
162,164,3845,Aerospace,OC,Thiruvarur,No,S.T. Hindu College - Thiruvarur,174000.0
143,145,7196,Chemical,BC,Kallakurichi,No,Anna University Regional Campus - Kallakurichi,147000.0
140,132,8545,Chemical,BC,Karur,No,Chettinad College of Engineering - Karur,147000.0
159,157,4819,CSE,ST,Chennai,No,Madras Institute of Technology - Anna University,249000.0
154,152,5896,CSE,ST,Thiruvallur,No,Sri Muthukumaran Institute of Technology - Mangadu,199000.0
152,158,5980,Aerospace,MBC,Tenkasi,No,Government College of Engineering - Tenkasi,59000.0
157,149,5656,EEE,SC,Thiruvarur,No,K.M. Engineering College - Thiruvarur,169000.0
133,130,9288,ECE,BC,Karur,Yes,Karur College of Engineering - Karur,172000.0
143,142,7593,ECE,BC,Cuddalore,No,Achariya College of Engineering - Villianur,174000.0
144,152,7564,Mechanical,BC,Erode,No,Erode Sengunthar Engineering College - Thudupathi,175000.0
150,144,6005,Biotech,BC,Ramanathapuram,Yes,Ramanathapuram Engineering College - Ramanathapuram,145000.0
131,139,10000,Biotech,OC,Tenkasi,No,Ponjesly College of Engineering - Tenkasi,142000.0
136,132,9126,Aerospace,MBC,Thoothukkudi,No,Dr. Sivanthi Aditanar College of Engineering - Thoothukkudi,156000.0
146,143,7444,EIE,OC,Madurai,No,Fatima Michael College of Engineering - Vadakku Vellalur,173000.0
143,144,7997,Biotech,BC,Kallakurichi,No,Anna University Regional Campus - Kallakurichi,147000.0
144,143,7834,Chemical,SC,Chengalpattu,No,Sree Sastha Institute of Engineering - Chembarambakkam,170000.0
153,156,5630,IT,SC,Kanyakumari,No,Cape Institute of Technology - Levengipuram,181000.0
130,130,10000,EEE,OC,Ranipet,No,C. Abdul Hakeem College of Engineering - Ranipet,154000.0
140,141,8598,Mechanical,SC,Dindigul,No,P.S.N.A. College of Engineering - Dindigul,147000.0
130,130,9739,Chemical,BC,Ranipet,No,S.R.M. University - Ranipet,152000.0
162,168,4467,Civil,OC,Chennai,No,Veltech University - Avadi,187000.0
155,159,5129,EIE,OC,Tirunelveli,No,P.S.N.A. College of Engineering - Palayamkottai,154000.0
158,159,4724,Mechanical,BC,Chennai,No,Hindustan Institute of Technology - Padur,211000.0
141,143,8336,CSE,SC,Dharmapuri,No,Dharmapuri College of Engineering - Palacode,184000.0
164,169,4199,EEE,MBC,Kallakurichi,No,Kallakurichi Engineering College - Kallakurichi,173000.0
136,130,9028,Biotech,SC,Ranipet,No,S.R.M. University - Ranipet,164000.0
154,155,5652,ECE,BC,Theni,No,Theni Engineering College - Theni,163000.0
157,153,5319,EIE,BC,Karur,No,Chettinad College of Engineering - Karur,158000.0
161,163,4096,IT,MBC,Kanyakumari,Yes,Rohini College of Engineering - Anjugramam,183000.0
149,150,6897,Aerospace,OC,Nagapattinam,No,Nagapattinam Engineering College - Nagapattinam,164000.0
176,182,1840,Chemical,SC,Salem,No,Kongu Engineering College - Perundurai,230000.0
159,156,4822,EIE,MBC,Perambalur,No,Roever Engineering College - Perambalur,163000.0
130,132,10000,Mechanical,BC,Thiruvallur,Yes,Gojan School of Business and Technology - Redhills,172000.0
155,162,5841,CSE,MBC,Erode,No,Angel College of Engineering - Gobichettipalayam,183000.0
152,152,6370,Civil,OC,Thiruvallur,No,Sri Venkateswara College of Engineering Technology - Thiruvallur,180000.0
158,157,4966,EIE,SC,Krishnagiri,No,Hosur Institute of Technology - Hosur,146000.0
138,139,8884,CSE,OC,Thiruvarur,No,S.T. Hindu College - Thiruvarur,182000.0
156,153,5447,Mechanical,OC,Namakkal,No,Gnanamani College of Engineering - Namakkal,155000.0
130,130,9983,Civil,BC,Trichy,No,M.I.E.T. Engineering College - Gundur,157000.0
159,157,5252,Chemical,BC,Erode,No,Angel College of Engineering - Gobichettipalayam,159000.0
153,150,5642,EEE,ST,Salem,No,Mahendra Engineering College - Mallasamudram,167000.0
154,151,6231,EIE,OC,Ramanathapuram,No,Mohamed Sathak Engineering College - Ramanathapuram,164000.0
149,150,6804,CSE,MBC,Dharmapuri,No,M.K. University College - Dharmapuri,177000.0
142,145,8175,Aerospace,MBC,Coimbatore,No,SNS College of Technology - Sathy Road,235000.0
147,146,6999,CSE,OC,Villupuram,No,Bharathiyar Institute of Engineering - Villupuram,176000.0
138,136,8720,EEE,SC,Thiruvallur,No,A.R. Engineering College - Villivakkam,203000.0
146,154,7498,Chemical,MBC,Virudhunagar,No,S.Vellaichamy Nadar College - Virudhunagar,139000.0
130,134,9885,EIE,OC,Cuddalore,No,Christ College of Engineering - Puducherry,148000.0
157,150,5259,ECE,OC,Pudukkottai,No,Pudukkottai Engineering College - Pudukkottai,163000.0
132,137,9945,Aerospace,BC,Erode,Yes,Surya Engineering College - Mettur Dam,189000.0
153,153,5546,Civil,OC,Krishnagiri,No,Anna University Regional Campus - Krishnagiri,145000.0
130,138,9675,Biotech,BC,Vellore,No,Global Institute of Engineering - Thiruppathur,202000.0
169,168,2488,CSE,ST,Salem,No,Kongu Engineering College - Perundurai,254000.0
136,144,8475,EIE,SC,Nagapattinam,No,A.V.C. College of Engineering - Nagapattinam,154000.0
150,154,6407,CSE,BC,Coimbatore,No,Dr. Mahalingam College of Engineering - Pollachi,239000.0
146,154,7455,Civil,OC,Namakkal,No,Paavai Engineering College - Namakkal,148000.0
156,148,5027,Civil,ST,Perambalur,No,Roever Engineering College - Perambalur,147000.0
145,151,6839,IT,MBC,Kancheepuram,Yes,Arignar Anna College of Engineering - Kanchipuram,205000.0
148,147,7225,CSE,BC,Theni,No,Jayam College of Engineering - Theni,185000.0
156,155,5109,Biotech,BC,Chengalpattu,No,Jeppiaar Institute of Technology - Sriperumbudur,193000.0
130,130,9538,Aerospace,OC,Thiruvallur,No,R.M.D. Engineering College - Kavaraipettai,211000.0
138,135,9130,EIE,OC,Coimbatore,No,Nehru Institute of Engineering - T.M. Palayam,204000.0
137,145,8197,EEE,BC,Tirunelveli,No,S.Vellaichamy Nadar College - Thatchanallur,178000.0
140,145,8395,Biotech,OC,Krishnagiri,No,Adhiyamaan College of Engineering - Hosur,146000.0
140,147,7969,Chemical,ST,Erode,Yes,Bannari Amman Institute of Technology - Sathyamangalam,149000.0
144,149,7628,Chemical,BC,Thanjavur,No,Arasu Engineering College - Kumbakonam,141000.0
131,130,10000,Biotech,OC,Dindigul,No,P.S.N.A. College of Engineering - Dindigul,154000.0
155,158,5004,CSE,MBC,Madurai,No,Nadar Saraswathi College of Engineering - Theni Road,200000.0
165,160,3186,Mechanical,OC,Coimbatore,Yes,Government College of Technology - Thadagam Road,68000.0
135,143,9127,ECE,OC,Ramanathapuram,No,Syed Ammal Engineering College - Ramanathapuram,155000.0
169,174,3327,Biotech,MBC,Chennai,No,SRM Institute of Science and Technology - Kattankulathur,365000.0
130,132,10000,EEE,OC,Sivagangai,Yes,Alagappa Chettiar College of Engineering - Karaikudi,151000.0
150,149,5991,ECE,SC,Nagapattinam,No,A.V.C. College of Engineering - Nagapattinam,175000.0
